2019-12-23 17:41:01:092,0.1615991,0.8905314,1.820122,0.1583492,1.27978,1.896133,0.1540611,1.65081,1.959688,0.2208253,1.792013,2.043379,0.08950016,1.488218,1.775292,-0.0749255,1.268701,1.895885,-0.1150645,0.9761919,1.910076,-0.07822769,0.9195222,1.871043,0.2271906,1.41629,1.719743,0.2881254,1.196486,1.710762,0.3542783,0.9468718,1.744138,0.3552719,0.9007624,1.76652,0.08394258,0.8980863,1.811618,0.1207532,0.5640868,1.690077,-0.02077385,0.2107154,1.683493,-0.04336012,0.2437637,1.530183,0.2326755,0.8919557,1.751281,0.1489906,0.5937374,1.72809,-0.08633661,0.1528063,1.546705,-0.07262634,0.2025474,1.436339,0.1550831,1.560231,1.946198,-0.05047665,0.8216776,1.840441,-0.1270485,0.9425185,1.88596,0.362331,0.8259282,1.754509,0.3319242,1.072658,1.784794
2019-12-23 17:41:01:126,0.1887317,0.88976,1.836042,0.1809296,1.281825,1.916623,0.1722784,1.655999,1.982587,0.2367326,1.799298,2.062879,0.1028108,1.492124,1.796087,-0.06116647,1.273277,1.917632,-0.09590239,0.9733277,1.934487,-0.05706345,0.912075,1.890512,0.2303768,1.417305,1.725438,0.3006289,1.201367,1.7261,0.3598144,0.9465656,1.746217,0.3652715,0.9033375,1.761663,0.1222564,0.896484,1.836387,0.1531477,0.545846,1.716691,-0.002099602,0.1981537,1.696406,-0.03015779,0.2403677,1.542719,0.2494608,0.8916965,1.760186,0.1812853,0.5900141,1.73858,-0.07386613,0.1578488,1.558423,-0.06971274,0.2070966,1.451381,0.174513,1.564645,1.968433,-0.02518045,0.8197753,1.858956,-0.1019774,0.9439332,1.913234,0.3630283,0.8294591,1.746175,0.3382534,1.074049,1.786
2019-12-23 17:41:01:162,0.1889724,0.8887739,1.853145,0.1863098,1.282078,1.931617,0.1831552,1.657743,1.996566,0.2515763,1.798383,2.07962,0.117681,1.495421,1.811305,-0.04112275,1.27986,1.943133,-0.04974356,0.9767675,1.943086,-0.04195682,0.9275595,1.909927,0.2373801,1.432378,1.745093,0.3386221,1.142405,1.739712,0.3841773,0.9248732,1.74971,0.392557,0.8874852,1.757643,0.1221504,0.8968369,1.855814,0.1814415,0.5383138,1.732783,0.02198777,0.1849746,1.71113,-0.02755573,0.2265684,1.554748,0.2489587,0.8897382,1.773191,0.1214943,0.5557098,1.945928,-0.09330545,0.287526,1.530023,-0.0450008,0.2410232,1.550627,0.1839619,1.565985,1.98257,-0.0266942,0.8342825,1.878832,-0.0973323,0.9567254,1.947147,0.3823085,0.8318132,1.73831,0.3827913,1.069082,1.787333
2019-12-23 17:41:01:201,0.1949187,0.9100209,1.903757,0.2063104,1.286315,1.968731,0.2146515,1.654391,2.026368,0.2867741,1.793511,2.107952,0.1475614,1.492523,1.841039,-0.008681983,1.281151,1.980512,-0.06194536,0.9874372,2.019811,-0.02347011,0.9214135,1.95138,0.2515354,1.437149,1.769237,0.3597158,1.15188,1.745447,0.4375926,0.9430771,1.738623,0.4534702,0.9008132,1.734838,0.1313228,0.9278995,1.811679,0.2470983,0.5247644,1.761875,0.07631241,0.1693333,1.743718,0.007577606,0.22017,1.604122,0.2461694,0.914957,1.927975,0.1399758,0.5182399,1.972229,-0.05124446,0.2723379,1.561596,-0.01127132,0.2199135,1.589248,0.21202,1.564685,2.013587,-0.007986915,0.8225769,1.935937,-0.08026488,0.9626762,2.004,0.4447571,0.8414157,1.717636,0.4521676,1.083402,1.767539
2019-12-23 17:41:01:237,0.2010017,0.912447,1.913172,0.2179152,1.289512,1.984222,0.2318811,1.652457,2.041726,0.3076006,1.790231,2.120989,0.160633,1.48953,1.853996,0.004492252,1.281917,1.997947,-0.0533374,0.9877778,2.028537,-0.009048631,0.9209664,1.960319,0.2675894,1.436097,1.785911,0.364736,1.209895,1.741352,0.4542246,0.9564501,1.730591,0.4793114,0.9129457,1.727516,0.1364835,0.9263093,1.816986,0.2599931,0.525668,1.7736,0.1227586,0.176147,1.777766,0.05709839,0.2079102,1.633789,0.2533999,0.9144952,1.935349,0.1505715,0.5150048,1.971008,-0.05005811,0.2450459,1.497934,-0.0546237,0.2691052,1.461925,0.2287165,1.563916,2.029835,-0.001318532,0.8234632,1.95219,-0.06780725,0.9693741,2.024357,0.4736629,0.8402069,1.721786,0.4825575,1.090053,1.755
2019-12-23 17:41:01:272,0.2108962,0.9118289,1.937358,0.2310458,1.288678,2.001891,0.2492192,1.650158,2.054108,0.3283518,1.786189,2.132591,0.1730067,1.487623,1.865694,0.01961822,1.289741,2.022993,-0.01539371,0.9896181,2.031706,0.01505158,0.9171019,1.957837,0.2844511,1.434096,1.798586,0.3902764,1.150807,1.745205,0.4713227,0.9434937,1.726738,0.5009204,0.9103132,1.723049,0.14428,0.922154,1.830394,0.2717051,0.5233075,1.797982,0.1552804,0.185664,1.825135,0.1158447,0.1888672,1.665039,0.2681236,0.9120876,1.969945,0.1615705,0.5083778,1.975856,-0.01271508,0.2831762,1.468324,-0.01679313,0.3071171,1.447694,0.2448146,1.561894,2.043247,0.02644185,0.8250432,1.958111,-0.04504208,0.9679677,2.032556,0.5026842,0.8519924,1.723331,0.4764475,1.064336,1.722
2019-12-23 17:41:01:318,0.2236158,0.9104488,1.945459,0.2481859,1.286682,2.012413,0.2703446,1.647167,2.065411,0.3486075,1.784783,2.139605,0.1871276,1.485606,1.875769,0.032211,1.295208,2.039534,-0.0382771,1.02326,2.074069,0.01043448,0.9651353,1.996345,0.3054875,1.431215,1.810035,0.3826456,1.209942,1.749095,0.4769867,0.9593949,1.723377,0.5126399,0.9203777,1.718719,0.1591208,0.9176444,1.842773,0.2847736,0.5184004,1.807601,0.18606,0.194312,1.869164,0.1734955,0.1619434,1.710508,0.2789942,0.911658,1.973326,0.1654615,0.5092695,1.976217,0.003023736,0.2621809,1.464891,1.19E-05,0.2895837,1.452458,0.2651983,1.559081,2.054533,-0.002752414,0.8618515,1.987998,-0.02873445,0.970237,2.050458,0.5216469,0.8581989,1.725935,0.4905934,1.063923,1.724857
2019-12-23 17:41:01:353,0.2298066,0.9106687,1.951399,0.2596958,1.285254,2.020189,0.2887758,1.643331,2.074981,0.3687408,1.780396,2.147227,0.2040718,1.484826,1.886323,0.3433927,1.230625,1.770981,0.4608638,1.037965,1.724586,0.5030385,0.9540795,1.716249,0.3238911,1.427418,1.81962,0.3835547,1.20996,1.749836,0.4837742,0.960309,1.721188,0.5160014,0.9264641,1.715365,0.1641361,0.9176768,1.850617,0.2850661,0.5171193,1.818316,0.1850476,0.2003909,1.921972,0.2187944,0.1342469,1.783832,0.2859783,0.9116735,1.976534,0.1616521,0.5184528,1.996879,0.002937615,0.2267125,1.50395,-0.002857126,0.260456,1.495286,0.2817152,1.555897,2.063607,0.5387699,0.8751074,1.714794,0.4490818,0.9621717,1.684,0.532286,0.8730952,1.721337,0.502271,1.075879,1.731778
2019-12-23 17:41:01:389,0.2488898,0.9089802,1.965739,0.2801743,1.283163,2.032656,0.3083282,1.641544,2.084842,0.3916783,1.776443,2.158137,0.21989,1.483308,1.895337,0.3477029,1.226812,1.771064,0.4602994,1.037253,1.7258,0.5029851,0.9491485,1.722015,0.3434378,1.425658,1.829468,0.4132655,1.142609,1.757812,0.4960375,0.9381957,1.715412,0.5213337,0.9079528,1.720653,0.180157,0.9142974,1.861503,0.30165,0.5145051,1.835744,0.196107,0.1426201,1.941701,0.2017795,0.08128679,1.829458,0.3074496,0.9116546,1.993336,0.171498,0.5259953,2.000344,0.01421235,0.2247251,1.511666,0.008506954,0.2653815,1.499646,0.3017448,1.553951,2.074162,0.5410681,0.8728718,1.723478,0.4381791,0.9717643,1.674,0.5336981,0.857352,1.741199,0.4992906,1.074726,1.731309
2019-12-23 17:41:01:427,0.2650335,0.9075744,1.974934,0.2966583,1.281165,2.040384,0.3255646,1.639126,2.091472,0.4093272,1.773968,2.164246,0.2376412,1.482639,1.903922,0.3524522,1.22296,1.773014,0.4652872,1.014258,1.735726,0.498702,0.9404305,1.729809,0.3606721,1.423253,1.836071,0.4141522,1.141402,1.759312,0.4985972,0.9375291,1.718205,0.5138419,0.9035226,1.727782,0.2014585,0.9103698,1.874723,0.4328188,0.5663292,1.873494,0.3122892,0.1291321,2.008813,0.2227298,0.09333181,1.934682,0.3188268,0.9118541,1.999026,0.1933415,0.5258488,2.003181,0.03527594,0.2193186,1.520212,0.02647602,0.2639142,1.504632,0.3187631,1.551615,2.08104,0.5353011,0.8660275,1.73245,0.454778,0.9675159,1.7508,0.5327785,0.8482596,1.756357,0.4673262,1.110761,1.722818
2019-12-23 17:41:01:462,0.2786699,0.90308,1.982643,0.3148284,1.277118,2.048487,0.3486369,1.635869,2.099903,0.4296124,1.773167,2.16917,0.2547784,1.480343,1.912522,0.3571942,1.217499,1.777274,0.4626194,1.014977,1.738654,0.4897012,0.9239124,1.743736,0.3837463,1.420009,1.844463,0.4297583,1.122633,1.768574,0.5225645,0.8663254,1.713902,0.5127227,0.8460746,1.759266,0.2116577,0.907264,1.879349,0.444464,0.5638554,1.873516,0.4661004,0.0608747,1.890928,0.5292969,0.07656252,1.835938,0.3347964,0.9063361,2.009571,0.1942952,0.526253,2.003705,0.02674878,0.2144061,1.530983,0.0208817,0.2622305,1.508958,0.3405944,1.548119,2.089395,0.5205619,0.8418319,1.759178,0.4350509,0.916446,1.814727,0.5307305,0.8337516,1.780899,0.4908065,1.049388,1.725
2019-12-23 17:41:01:499,0.2932665,0.9009971,1.987333,0.3311251,1.274738,2.053094,0.3656712,1.633227,2.104343,0.4484524,1.769168,2.175709,0.2770267,1.476956,1.919441,0.3632605,1.209681,1.78172,0.4695547,0.9736702,1.747209,0.474498,0.9098929,1.766213,0.400783,1.417374,1.848873,0.4338532,1.114485,1.797593,0.5247538,0.8515511,1.747301,0.5005149,0.829909,1.770443,0.2274792,0.9059029,1.886236,0.469097,0.5682577,1.874027,0.5384773,0.04316008,1.920803,0.5966797,0.07753909,1.871094,0.3476636,0.9037865,2.012022,0.196747,0.5258514,2.005088,0.1644079,0.06365132,1.938165,0.2146585,0.0539254,1.932955,0.3575424,1.545537,2.093882,0.500783,0.8244632,1.772188,0.433483,0.9172755,1.82669,0.5121711,0.8148898,1.797595,0.4777938,1.035528,1.733231
2019-12-23 17:41:01:556,0.3079624,0.8974131,2.002405,0.3587238,1.269315,2.065838,0.4084113,1.625609,2.114632,0.4951762,1.760064,2.181769,0.3238484,1.469456,1.93479,0.3802035,1.200615,1.800151,0.4638641,0.9548184,1.759701,0.4506038,0.8867519,1.7955,0.4332369,1.411954,1.856284,0.4387902,1.108937,1.791691,0.4624006,0.8257282,1.760489,0.4449855,0.7642173,1.845916,0.2423577,0.9032727,1.906218,0.4243707,0.5447971,1.966666,0.6851049,0.05363381,1.943857,0.7369459,0.09870732,1.903646,0.3614711,0.8995634,2.022038,0.4822361,0.5023937,1.940551,0.5830835,0.0461098,1.882283,0.5144215,0.05961108,1.752294,0.3963906,1.538467,2.104859,0.4641826,0.8020368,1.773321,0.4240843,0.855477,1.832443,0.4507935,0.7071179,1.860721,0.4041953,1.000562,1.833193
2019-12-23 17:41:01:622,0.346433,0.8836381,2.027765,0.4037504,1.257206,2.081046,0.4569418,1.615857,2.119938,0.5355425,1.755736,2.184141,0.3583661,1.4613,1.945768,0.4129578,1.181663,1.823078,0.4501531,0.8927416,1.809521,0.4526843,0.8757999,1.786178,0.4813504,1.402287,1.86143,0.4444284,1.13206,1.806508,0.4681944,0.9110355,1.775981,0.4470556,0.8466408,1.781004,0.2785506,0.8900192,1.931509,0.2248745,0.4962793,2.017021,0.1702495,0.1296597,1.960164,0.1208406,0.1556376,1.831906,0.4011733,0.8854042,2.047978,0.5078096,0.4859881,1.953166,0.6853659,0.04559541,1.989982,0.7204894,0.06407785,1.922618,0.4442841,1.528091,2.112566,0.4412597,0.7994829,1.757682,0.4304496,0.8933011,1.826647,0.4274029,0.7884757,1.771172,0.4315267,1.04686,1.812428
2019-12-23 17:41:01:670,0.3673743,0.8811035,2.039971,0.4233787,1.253754,2.086832,0.4761083,1.611664,2.120411,0.5565006,1.750703,2.18434,0.3922075,1.454879,1.950618,0.4407951,1.170417,1.832403,0.4681325,0.9512329,1.787886,0.4638961,0.8723084,1.781262,0.5004393,1.398113,1.861863,0.4662643,1.12965,1.809662,0.473882,0.9074823,1.776979,0.4526519,0.8421512,1.783095,0.3033215,0.8873188,1.941852,0.2464005,0.4934694,2.02598,0.1686561,0.08972251,1.970333,0.109034,0.1138642,1.8501,0.4179785,0.8830552,2.061628,0.5323633,0.4864658,1.964174,0.6855723,0.02989161,1.993841,0.7176584,0.05918026,1.935232,0.4634842,1.524087,2.114316,0.4427998,0.7942798,1.763859,0.4473343,0.8699772,1.81085,0.4285254,0.7885404,1.767639,0.4353002,1.036952,1.814067
2019-12-23 17:41:01:713,0.4114728,0.8827189,2.0569,0.4677821,1.25062,2.095389,0.5196004,1.604304,2.119988,0.5975201,1.745244,2.180849,0.4423247,1.446106,1.958658,0.4899465,1.157931,1.851264,0.5094543,0.9406634,1.792089,0.5060761,0.8624178,1.785612,0.5439554,1.39075,1.861361,0.4702322,1.145657,1.834756,0.5097873,0.8934858,1.795616,0.49195,0.8306938,1.791911,0.3500944,0.8884758,1.959489,0.2871869,0.4939119,2.039844,0.1639065,0.07844007,1.964411,0.1110712,0.1176414,1.853291,0.4577557,0.884961,2.078017,0.5672034,0.4888156,1.968983,0.6688001,0.1080157,1.987543,0.5862576,0.09126091,1.862963,0.5073537,1.517733,2.116157,0.4813567,0.7895545,1.765268,0.5111781,0.8559721,1.802706,0.4610344,0.7635312,1.788007,0.5066053,1.017821,1.8064
2019-12-23 17:41:01:756,0.4479971,0.8908678,2.069504,0.4978526,1.254234,2.101088,0.5442797,1.604581,2.120212,0.6133701,1.749897,2.180378,0.4606334,1.444579,1.961883,0.5222982,1.156463,1.862864,0.5394824,0.9375134,1.810226,0.5453668,0.9085121,1.798681,0.5686396,1.391036,1.861549,0.5668332,1.137139,1.849928,0.5510741,0.9179323,1.796104,0.5279549,0.8310826,1.797097,0.3861156,0.8955626,1.970754,0.3134018,0.4999,2.044302,0.1631549,0.06913388,1.963682,0.1173264,0.117084,1.85524,0.4931951,0.8938176,2.092182,0.5708206,0.4910576,1.97431,0.7005016,0.02238774,1.999404,0.7300799,0.03667665,1.936677,0.53327,1.518751,2.117633,0.5339968,0.8205392,1.765092,0.5345367,0.9117029,1.837947,0.4888195,0.7595167,1.788757,0.5198618,1.029561,1.833
2019-12-23 17:41:01:802,0.4630037,0.8936498,2.076817,0.5167303,1.257149,2.106657,0.5657638,1.607076,2.12272,0.6338508,1.753116,2.181199,0.4845244,1.446627,1.966621,0.5477199,1.157725,1.870913,0.623611,0.9513087,1.824904,0.5809972,0.905103,1.842365,0.590121,1.393547,1.86403,0.588175,1.134293,1.849492,0.5883195,0.8747414,1.81048,0.5605296,0.8263946,1.847925,0.4038533,0.8968593,1.982559,0.343145,0.4990321,2.054845,0.1699817,0.06282187,1.967196,0.1276417,0.1158373,1.862548,0.5058019,0.8976982,2.096081,0.5766189,0.4927609,1.98254,0.6838248,0.09284687,1.992737,0.5981102,0.07969916,1.86998,0.5542538,1.521391,2.121005,0.5755044,0.8180323,1.770589,0.651662,0.9029427,1.886385,0.5410108,0.7569535,1.798079,0.6232315,0.9868273,1.871909
2019-12-23 17:41:01:853,0.5106195,0.9023294,2.090313,0.5584339,1.265128,2.113417,0.6019721,1.61437,2.123626,0.6630167,1.763559,2.179835,0.5125539,1.449916,1.973348,0.6041234,1.180543,1.882928,0.681883,0.9764763,1.827117,0.6809317,0.9097472,1.822747,0.6116617,1.398275,1.864831,0.6560228,1.150308,1.862951,0.679132,0.8899044,1.834102,0.6738022,0.8427516,1.825886,0.4541021,0.902011,2.000324,0.3866455,0.5049199,2.073127,0.2028431,0.08668911,2.006007,0.1596744,0.1427932,1.904039,0.5486156,0.9094944,2.104795,0.5877564,0.510928,2.005639,0.6834098,0.1027105,1.991874,0.5932184,0.08430719,1.875146,0.5917966,1.528851,2.12329,0.6735783,0.8179531,1.779229,0.6653106,0.8860869,1.8435,0.6486385,0.7604212,1.810423,0.6643822,1.009274,1.862632
2019-12-23 17:41:01:892,0.542586,0.9018683,2.093765,0.5824912,1.265944,2.11585,0.6183648,1.616053,2.124742,0.6779494,1.765855,2.180569,0.5389025,1.454422,1.98355,0.6301926,1.226001,1.891573,0.7270634,0.9864988,1.842651,0.7320884,0.9072832,1.833106,0.62393,1.399051,1.865895,0.7023736,1.12366,1.869678,0.7313695,0.8915671,1.858341,0.7302301,0.8449497,1.840489,0.4920501,0.9000091,2.002133,0.4149052,0.5044172,2.075511,0.2159971,0.09534836,2.00666,0.1669357,0.1441048,1.911425,0.5742975,0.910498,2.109739,0.5932862,0.5089692,2.018065,0.6840768,0.1008928,1.992121,0.5852642,0.08232558,1.885431,0.6100659,1.530363,2.124744,0.7327889,0.8193702,1.80397,0.7151554,0.8873385,1.866889,0.7070181,0.7599986,1.823317,0.7192339,1.008368,1.877273
2019-12-23 17:41:01:927,0.5615058,0.9014953,2.096253,0.5996897,1.266882,2.118523,0.6329888,1.618352,2.12726,0.6924371,1.768233,2.183933,0.550819,1.456491,1.990407,0.6894196,1.248088,1.870642,0.7567373,1.035371,1.855211,0.7613559,0.9653415,1.884935,0.6388046,1.401118,1.868565,0.7335132,1.113112,1.885448,0.7852887,0.8661066,1.884495,0.7844324,0.8331184,1.877551,0.5084413,0.8992209,2.006702,0.4311955,0.5040466,2.081544,0.2377045,0.101842,2.012549,0.1851523,0.1465979,1.916347,0.5946515,0.910779,2.110289,0.5980987,0.5018786,2.041008,0.6843382,0.09563279,1.991686,0.5843819,0.08183956,1.886542,0.6254355,1.532325,2.127341,0.7869453,0.8755893,1.848305,0.7326484,0.9602745,1.934578,0.7751988,0.7643946,1.844601,0.7408577,0.9946873,1.945
2019-12-23 17:41:01:969,0.5867707,0.9115945,2.103433,0.6262258,1.273175,2.124608,0.6610528,1.621537,2.132468,0.7262601,1.769492,2.188667,0.5816625,1.458413,1.995001,0.7567291,1.226207,1.889805,0.8886686,0.9745831,1.88805,0.910538,0.8884998,1.899169,0.6668591,1.404143,1.87382,0.7903421,1.133369,1.90599,0.8965211,0.9323348,1.892875,0.9117831,0.87715,1.90269,0.5354181,0.9068881,2.022534,0.5961211,0.5393171,2.160884,0.3448777,0.1072992,2.075655,0.3511847,0.1328192,1.967023,0.6191508,0.9237032,2.110555,0.6115998,0.5047365,2.065149,0.6864395,0.08841717,1.99025,0.5845807,0.08158267,1.888203,0.6531172,1.536225,2.132761,0.9187263,0.7974442,1.906697,0.8851334,0.897044,1.92095,0.9149721,0.7879999,1.910304,0.886335,1.092405,1.923055
2019-12-23 17:41:02:008,0.5968474,0.9127027,2.105047,0.6378296,1.274438,2.126091,0.6737095,1.622866,2.133704,0.7407644,1.770083,2.191577,0.5875057,1.459437,2.002426,0.6752104,1.220973,1.922633,0.8709083,1.065679,1.893064,0.9221517,0.9955797,1.894952,0.6795114,1.405455,1.875052,0.8252262,1.144995,1.911343,0.9471996,0.942504,1.91614,0.9698877,0.8904698,1.925998,0.5440405,0.9068406,2.027786,0.6036779,0.5376095,2.163251,0.4057328,0.09835517,2.098274,0.3456577,0.1364896,2.000192,0.6301916,0.925723,2.107944,0.6187377,0.5069921,2.07838,0.6864296,0.08325648,1.989292,0.5845423,0.0830195,1.888855,0.6655651,1.537537,2.134065,0.9649681,0.9126107,1.877754,0.9294248,0.9437909,1.907176,0.9819047,0.8089098,1.939645,0.9500108,1.08785,1.967813
2019-12-23 17:41:02:053,0.6127361,0.9109996,2.10952,0.6530306,1.274396,2.129098,0.6883098,1.624367,2.135357,0.7545056,1.771749,2.195997,0.6007475,1.460768,2.005311,0.6774042,1.222565,1.924066,0.9004006,1.063068,1.905437,0.9679966,0.9971941,1.914697,0.7032881,1.437839,1.943706,0.8384217,1.165455,1.92167,0.9888378,0.9646354,1.928476,1.019111,0.9114187,1.943641,0.5453668,0.9063221,2.026947,0.615967,0.5396361,2.162807,0.4684879,0.08861196,2.12003,0.4272025,0.1198298,1.991409,0.6757377,0.9221718,2.127928,0.6382694,0.5041897,2.097964,0.6880322,0.06680119,1.988927,0.6171623,0.07929385,1.866213,0.6803092,1.538656,2.136047,1.022937,0.9089959,1.900716,0.9862631,0.9381639,1.931167,1.043412,0.8381213,1.97469,0.9959089,1.112077,1.979357
2019-12-23 17:41:02:096,0.6229931,0.9135593,2.111808,0.6638963,1.276324,2.131506,0.6995233,1.625678,2.137857,0.7640136,1.773822,2.197637,0.6088932,1.462413,2.01084,0.6845013,1.228755,1.926826,0.9308899,1.096995,1.913947,0.9909527,1.029067,1.928081,0.706075,1.438868,1.944153,0.8568103,1.175354,1.929945,1.0237,0.9794478,1.949418,1.056737,0.9358503,1.957644,0.550956,0.9084638,2.025873,0.6286391,0.5439517,2.162757,0.4771741,0.1011963,2.11814,0.5351413,0.08245349,2.113332,0.6782091,0.9233211,2.128576,0.6469339,0.506259,2.11869,0.687014,0.04982352,1.987422,0.6643582,0.03323615,2.024989,0.6914666,1.540117,2.138525,1.056941,0.9478424,1.917754,0.9621887,1.024485,1.948333,1.082407,0.8625993,1.983083,1.037037,1.12954,1.9971
2019-12-23 17:41:02:167,0.6513844,0.9163094,2.114959,0.6913204,1.278147,2.135864,0.7260497,1.626727,2.143497,0.7863638,1.776631,2.199893,0.6383289,1.465941,2.018108,0.7840073,1.280904,1.907602,0.9958959,1.090066,1.94338,1.060607,1.029286,1.966219,0.7233224,1.441417,1.947949,0.873482,1.177892,1.940796,1.065969,1.01011,1.977257,1.106642,0.9786783,1.988045,0.5804821,0.9125481,2.026982,0.7030637,0.5164297,1.998058,0.6431198,0.0750519,2.077816,0.7353245,0.06511414,1.961296,0.6998545,0.9259575,2.129795,0.6658031,0.5257581,2.20601,0.636005,0.02805924,2.160444,0.6376953,0.06191409,2.009766,0.7182215,1.541341,2.143831,1.128857,0.9570503,1.973426,1.081118,0.9821317,2.0015,1.132549,0.9172469,2.00391,1.100628,1.164795,2.023944
2019-12-23 17:41:02:226,0.6905774,0.9172261,2.109,0.7246244,1.277015,2.13842,0.7556071,1.62386,2.153646,0.8184999,1.772908,2.209566,0.6685017,1.465576,2.02269,0.8503972,1.257734,1.912245,1.020007,1.090168,1.960448,1.100093,1.027037,1.997099,0.7518507,1.438836,1.956063,0.8827806,1.164811,1.94864,1.080305,1.025462,1.997447,1.123076,1.008041,2.007155,0.6164468,0.9109815,2.017971,0.711332,0.5135677,1.998347,0.6826681,0.06982911,2.002658,0.7432088,0.05925047,1.959489,0.7410264,0.9300351,2.126264,0.7044721,0.5409609,2.234221,0.692607,0.1313193,2.134109,0.6747549,0.1381405,2.025718,0.7485328,1.5389,2.152061,1.147256,0.9620398,2.013559,1.097042,0.9816145,1.988182,1.146366,0.9554112,2.013402,1.128659,1.23014,1.980421
2019-12-23 17:41:02:266,0.6971683,0.9158095,2.11272,0.7357188,1.275176,2.142933,0.7701385,1.621621,2.159191,0.8406816,1.76804,2.210721,0.6717325,1.465238,2.022809,0.8512274,1.255232,1.913522,1.018257,1.091466,1.960344,1.094612,1.030405,2.002124,0.7594747,1.437762,1.958732,0.8847458,1.160926,1.949965,1.080495,1.026301,1.998975,1.121137,1.010349,2.014236,0.6218768,0.9094858,2.022701,0.7148885,0.5141448,1.998571,0.68362,0.06554687,2.004131,0.743369,0.06343055,1.962085,0.748358,0.9286626,2.128888,0.7061763,0.5419918,2.241932,0.8623691,0.07856381,2.246491,0.7727333,0.06892538,2.100835,0.7623883,1.536732,2.157387,1.144066,0.9618218,2.032362,1.105154,0.9737964,2.012,1.145604,0.957924,2.037275,1.127449,1.2292,1.979776
2019-12-23 17:41:02:325,0.721718,0.9148235,2.114175,0.7626444,1.272248,2.148395,0.7984397,1.616534,2.169852,0.8703178,1.762421,2.218218,0.7071374,1.45952,2.028986,0.8472154,1.253085,1.917045,1.006998,1.085831,1.961525,1.069593,1.013248,2.000128,0.787525,1.432847,1.969008,0.8844031,1.144426,1.965621,1.078207,0.9893864,2.011565,1.103195,0.9783863,2.017927,0.6452719,0.909219,2.023419,0.7203135,0.5105547,2.000661,0.6828736,0.06345105,2.003622,0.7428015,0.06401575,1.961184,0.7729777,0.9268036,2.131197,0.7206139,0.5399216,2.241969,0.8606648,0.1067622,2.243804,0.7754792,0.07860494,2.099824,0.7903714,1.532184,2.166668,1.115766,0.9541174,2.018524,1.063613,0.9780089,1.99825,1.110579,0.9341893,2.039526,1.114219,1.190976,1.991583
2019-12-23 17:41:02:367,0.742561,0.9109517,2.11514,0.77956,1.268341,2.152817,0.8119504,1.612673,2.177173,0.888948,1.75621,2.224636,0.7189965,1.454919,2.032326,0.8469439,1.232313,1.928116,0.9931805,1.063228,1.962587,1.051688,0.9875577,1.99478,0.801037,1.429016,1.976273,0.8833824,1.163929,1.942386,1.03472,0.9926301,1.992055,1.070824,0.9668334,2.004092,0.6636199,0.9070036,2.025063,0.7236491,0.5074002,2.003325,0.6824856,0.06197,2.003192,0.7425288,0.06398642,1.961194,0.795752,0.9212435,2.131643,0.7403454,0.5351291,2.243543,0.8605238,0.1182014,2.246949,0.7781205,0.08070004,2.10251,0.8046893,1.528299,2.173313,1.08758,0.9177521,2.009928,1.026035,0.9476597,1.947,1.087612,0.9184337,2.011539,1.082431,1.186578,1.98608
2019-12-23 17:41:02:417,0.7711285,0.9122243,2.112947,0.8082213,1.266163,2.160365,0.8414458,1.606987,2.196136,0.9231877,1.748092,2.238534,0.7413514,1.450278,2.04563,0.8322728,1.209676,1.942592,0.9630486,0.9987009,1.960426,0.9950487,0.9235559,1.969196,0.8305114,1.42338,1.995183,0.8842067,1.122944,1.961156,0.9912104,0.9314231,1.973522,1.008859,0.8980361,1.972393,0.6913955,0.9131137,2.026566,0.7300247,0.4989191,2.01242,0.6834012,0.06241572,2.003331,0.741553,0.06298792,1.959768,0.8254126,0.917751,2.12633,0.9233974,0.5383407,2.214387,0.8766133,0.10927,2.244539,0.7741024,0.08566618,2.107677,0.8339995,1.523486,2.18927,1.032871,0.8449089,1.996774,0.9663751,0.9000338,1.935273,1.027678,0.8488919,1.98779,1.041787,1.081428,1.9702
2019-12-23 17:41:02:466,0.7721369,0.9112396,2.112674,0.8144881,1.26449,2.162874,0.8565974,1.60532,2.204275,0.937679,1.74656,2.243457,0.7527574,1.447943,2.050236,0.8206962,1.190361,1.951192,0.9322822,0.9398026,1.943613,0.952755,0.8870729,1.946492,0.845647,1.421733,2.003307,0.8716674,1.11781,1.958911,0.957204,0.8605756,1.983556,0.9669802,0.8552735,1.952025,0.6918097,0.9129289,2.028169,0.7305363,0.4989457,2.016376,0.6825238,0.06350541,2.002524,0.7430298,0.06354249,1.961595,0.8283737,0.9139882,2.12203,0.9158505,0.5306923,2.207439,0.8788384,0.1032094,2.243256,0.7718717,0.08704555,2.107932,0.8466607,1.521716,2.195813,0.9794068,0.8079785,1.968873,0.892228,0.9056158,1.903333,0.9871792,0.8041613,1.978396,0.9518967,1.059925,1.980267
