2019-12-10 22:21:52:785, no_human
2019-12-10 22:21:52:795, no_human
2019-12-10 22:21:53:056, no_human
2019-12-10 22:21:53:126, no_human
2019-12-10 22:21:53:143, no_human
2019-12-10 22:21:53:159, no_human
2019-12-10 22:21:53:175, no_human
2019-12-10 22:21:53:192, no_human
2019-12-10 22:21:53:208, no_human
2019-12-10 22:21:53:225, no_human
2019-12-10 22:21:53:243, no_human
2019-12-10 22:21:53:282, no_human
2019-12-10 22:21:53:301, no_human
2019-12-10 22:21:53:313, no_human
2019-12-10 22:21:53:337, no_human
2019-12-10 22:21:53:343, no_human
2019-12-10 22:21:53:359, no_human
2019-12-10 22:21:53:375, no_human
2019-12-10 22:21:53:414, no_human
2019-12-10 22:21:53:438, no_human
2019-12-10 22:21:53:443, no_human
2019-12-10 22:21:53:482, no_human
2019-12-10 22:21:53:506, no_human
2019-12-10 22:21:53:511, no_human
2019-12-10 22:21:53:549, no_human
2019-12-10 22:21:53:583, no_human
2019-12-10 22:21:53:617, no_human
2019-12-10 22:21:53:651, no_human
2019-12-10 22:21:53:683, no_human
2019-12-10 22:21:53:717, no_human
2019-12-10 22:21:53:750, no_human
2019-12-10 22:21:53:785, no_human
2019-12-10 22:21:53:815, no_human
2019-12-10 22:21:53:849, no_human
2019-12-10 22:21:53:888, no_human
2019-12-10 22:21:53:916, no_human
2019-12-10 22:21:53:952, no_human
2019-12-10 22:21:53:983, no_human
2019-12-10 22:21:54:017, no_human
2019-12-10 22:21:54:052, no_human
2019-12-10 22:21:54:087, no_human
2019-12-10 22:21:54:117, no_human
2019-12-10 22:21:54:152, no_human
2019-12-10 22:21:54:184, no_human
2019-12-10 22:21:54:217, no_human
2019-12-10 22:21:54:253, no_human
2019-12-10 22:21:54:282, no_human
2019-12-10 22:21:54:306, no_human
2019-12-10 22:21:54:309, no_human
2019-12-10 22:21:54:348, no_human
2019-12-10 22:21:54:384, no_human
2019-12-10 22:21:54:416, no_human
2019-12-10 22:21:54:457, no_human
2019-12-10 22:21:54:494, no_human
2019-12-10 22:21:54:540, no_human
2019-12-10 22:21:54:576, no_human
2019-12-10 22:21:54:610, no_human
2019-12-10 22:21:54:654, no_human
2019-12-10 22:21:54:682, no_human
2019-12-10 22:21:54:705, no_human
2019-12-10 22:21:54:709, no_human
2019-12-10 22:22:12:294,3.534519,2.895234
2019-12-10 22:22:12:328,3.534745,2.895553
2019-12-10 22:22:12:368,3.53529,2.8961
2019-12-10 22:22:12:406,3.535415,2.896287
2019-12-10 22:22:12:442,3.535479,2.896455
2019-12-10 22:22:12:456,3.535479,2.896455
2019-12-10 22:22:12:494,3.535569,2.896588
2019-12-10 22:22:12:526,3.535793,2.89698
2019-12-10 22:22:12:560,3.535941,2.897295
2019-12-10 22:22:12:597,3.53615,2.897327
2019-12-10 22:22:12:643,3.536713,2.897916
2019-12-10 22:22:12:678,3.536714,2.89785
2019-12-10 22:22:12:712,3.536774,2.897957
2019-12-10 22:22:12:751,3.53688,2.897715
2019-12-10 22:22:12:790,3.536883,2.897717
2019-12-10 22:22:12:826,3.536947,2.897772
2019-12-10 22:22:12:869,3.536937,2.897773
2019-12-10 22:22:12:905,3.536901,2.89786
2019-12-10 22:22:12:944,3.536892,2.897879
2019-12-10 22:22:12:989,3.536864,2.897838
2019-12-10 22:22:13:035,3.536891,2.897745
2019-12-10 22:22:13:080,3.536706,2.897719
2019-12-10 22:22:13:121,3.536602,2.897672
2019-12-10 22:22:13:165,3.536624,2.897652
2019-12-10 22:22:13:204,3.53663,2.897659
2019-12-10 22:22:13:243,3.536657,2.89785
2019-12-10 22:22:13:279,3.536649,2.897935
2019-12-10 22:22:13:317,3.536687,2.898132
2019-12-10 22:22:13:356,3.536573,2.898267
2019-12-10 22:22:13:395,3.536587,2.898257
2019-12-10 22:22:13:437,3.536617,2.89864
2019-12-10 22:22:13:476,3.536585,2.898644
2019-12-10 22:22:13:523,3.536511,2.898432
2019-12-10 22:22:13:559,3.536507,2.898419
2019-12-10 22:22:13:596,3.536569,2.89833
2019-12-10 22:22:13:632,3.536602,2.898314
2019-12-10 22:22:13:666,3.536674,2.897282
2019-12-10 22:22:13:701,3.536626,2.89557
2019-12-10 22:22:13:738,3.536276,2.892406
2019-12-10 22:22:13:774,3.53632,2.887843
2019-12-10 22:22:13:813,3.536425,2.883412
2019-12-10 22:22:13:849,3.536149,2.877159
2019-12-10 22:22:13:885,3.537056,2.869452
2019-12-10 22:22:13:920,3.53688,2.863355
2019-12-10 22:22:13:961,3.537515,2.854337
2019-12-10 22:22:13:998,3.536899,2.847653
2019-12-10 22:22:14:037,3.535008,2.830795
2019-12-10 22:22:14:071,3.53506,2.822597
2019-12-10 22:22:14:105,3.533757,2.812387
2019-12-10 22:22:14:118,3.533757,2.812387
2019-12-10 22:22:14:158,3.532789,2.803982
2019-12-10 22:22:14:197,3.533077,2.793228
2019-12-10 22:22:14:230,3.531189,2.770232
2019-12-10 22:22:14:264,3.530124,2.7604
2019-12-10 22:22:14:298,3.527969,2.744704
2019-12-10 22:22:14:331,3.527149,2.736086
2019-12-10 22:22:14:369,3.525241,2.721316
2019-12-10 22:22:14:410,3.523667,2.704777
2019-12-10 22:22:14:425,3.523667,2.704777
2019-12-10 22:22:14:464,3.521055,2.689216
2019-12-10 22:22:14:508,3.519516,2.653807
2019-12-10 22:22:14:547,3.516314,2.63626
2019-12-10 22:22:14:587,3.51581,2.617708
2019-12-10 22:22:14:626,3.513913,2.602495
2019-12-10 22:22:14:664,3.5119,2.584042
2019-12-10 22:22:14:709,3.509771,2.5546
2019-12-10 22:22:14:723,3.509771,2.5546
2019-12-10 22:22:14:763,3.508827,2.544216
2019-12-10 22:22:14:798,3.507632,2.531414
2019-12-10 22:22:14:844,3.506095,2.512797
2019-12-10 22:22:14:884,3.504877,2.504664
2019-12-10 22:22:14:923,3.503461,2.497119
2019-12-10 22:22:14:964,3.502594,2.489997
2019-12-10 22:22:15:004,3.49989,2.48436
2019-12-10 22:22:15:046,3.498721,2.476606
2019-12-10 22:22:15:088,3.498567,2.473801
2019-12-10 22:22:15:138,3.495938,2.469777
2019-12-10 22:22:15:183,3.493452,2.468476
2019-12-10 22:22:15:222,3.49237,2.467696
2019-12-10 22:22:15:267,3.490485,2.469193
2019-12-10 22:22:15:312,3.48753,2.474549
2019-12-10 22:22:15:347,3.48677,2.477618
2019-12-10 22:22:15:386,3.485551,2.480656
2019-12-10 22:22:15:429,3.484803,2.484208
2019-12-10 22:22:15:473,3.482702,2.493081
2019-12-10 22:22:15:512,3.480918,2.4976
2019-12-10 22:22:15:558,3.480989,2.505169
2019-12-10 22:22:15:593,3.482267,2.508112
2019-12-10 22:22:15:628,3.48259,2.513405
2019-12-10 22:22:15:669,3.48472,2.517644
2019-12-10 22:22:15:705,3.4859,2.530361
2019-12-10 22:22:15:740,3.486672,2.535285
2019-12-10 22:22:15:775,3.488015,2.541862
2019-12-10 22:22:15:788,3.488015,2.541862
2019-12-10 22:22:15:826,3.488802,2.546515
2019-12-10 22:22:15:861,3.489524,2.550882
2019-12-10 22:22:15:903,3.491997,2.5609
2019-12-10 22:22:15:940,3.493217,2.563388
2019-12-10 22:22:15:981,3.495057,2.567197
2019-12-10 22:22:16:016,3.495533,2.57133
2019-12-10 22:22:16:049,3.496151,2.574425
2019-12-10 22:22:16:084,3.497158,2.579216
2019-12-10 22:22:16:122,3.497628,2.583471
2019-12-10 22:22:16:157,3.497464,2.587632
2019-12-10 22:22:16:195,3.497247,2.592995
2019-12-10 22:22:16:227,3.496629,2.594532
2019-12-10 22:22:16:265,3.495457,2.595349
2019-12-10 22:22:16:309,3.492018,2.599429
2019-12-10 22:22:16:353,3.489293,2.602002
2019-12-10 22:22:16:392,3.487032,2.603315
2019-12-10 22:22:16:437,3.481383,2.60785
2019-12-10 22:22:16:478,3.479393,2.609669
2019-12-10 22:22:16:524,3.477621,2.610307
2019-12-10 22:22:16:561,3.47561,2.611328
2019-12-10 22:22:16:601,3.472234,2.614102
2019-12-10 22:22:16:640,3.470432,2.615591
2019-12-10 22:22:16:683,3.469153,2.616714
2019-12-10 22:22:16:732,3.468015,2.618685
2019-12-10 22:22:16:778,3.467377,2.620857
2019-12-10 22:22:16:821,3.467162,2.622086
2019-12-10 22:22:16:866,3.467082,2.625643
2019-12-10 22:22:16:908,3.467421,2.628818
2019-12-10 22:22:16:953,3.467968,2.630996
2019-12-10 22:22:16:997,3.468852,2.633607
2019-12-10 22:22:17:031,3.470754,2.637701
2019-12-10 22:22:17:065,3.471932,2.640011
2019-12-10 22:22:17:104,3.472892,2.642126
2019-12-10 22:22:17:137,3.474227,2.644677
2019-12-10 22:22:17:151,3.474227,2.644677
2019-12-10 22:22:17:195,3.474889,2.645393
2019-12-10 22:22:17:236,3.476868,2.648801
2019-12-10 22:22:17:271,3.477319,2.649259
2019-12-10 22:22:17:306,3.4784,2.650389
2019-12-10 22:22:17:345,3.4793,2.651433
2019-12-10 22:22:17:394,3.48033,2.651923
2019-12-10 22:22:17:431,3.480974,2.652764
2019-12-10 22:22:17:467,3.482501,2.653904
2019-12-10 22:22:17:504,3.483104,2.65436
2019-12-10 22:22:17:541,3.483736,2.655297
2019-12-10 22:22:17:577,3.483965,2.65548
2019-12-10 22:22:17:610,3.48428,2.655904
2019-12-10 22:22:17:644,3.484539,2.656401
2019-12-10 22:22:17:678,3.484603,2.656536
2019-12-10 22:22:17:711,3.48467,2.656642
2019-12-10 22:22:17:745,3.484929,2.656806
2019-12-10 22:22:17:777,3.485261,2.65688
2019-12-10 22:22:17:813,3.485469,2.657366
2019-12-10 22:22:17:856,3.485606,2.657517
2019-12-10 22:22:17:894,3.485727,2.657576
2019-12-10 22:22:17:929,3.485792,2.657777
2019-12-10 22:22:17:970,3.486078,2.65801
2019-12-10 22:22:18:022,3.486102,2.658163
2019-12-10 22:22:18:059,3.486099,2.65817
2019-12-10 22:22:18:104,3.486184,2.658159
2019-12-10 22:22:18:153,3.486175,2.658147
2019-12-10 22:22:18:190,3.486223,2.658133
2019-12-10 22:22:18:225,3.486169,2.658163
2019-12-10 22:22:18:262,3.486145,2.658117
2019-12-10 22:22:18:300,3.486182,2.657971
2019-12-10 22:22:18:319,3.486182,2.657971
2019-12-10 22:22:18:353,3.486198,2.658065
2019-12-10 22:22:18:386,3.486283,2.657934
2019-12-10 22:22:18:425,3.486323,2.657892
2019-12-10 22:22:18:462,3.486291,2.657553
2019-12-10 22:22:18:497,3.486542,2.657207
2019-12-10 22:22:18:531,3.486576,2.657188
2019-12-10 22:22:18:563,3.486701,2.656933
2019-12-10 22:22:18:595,3.486705,2.656838
2019-12-10 22:22:18:627,3.486782,2.656723
2019-12-10 22:22:18:660,3.486725,2.65651
2019-12-10 22:22:18:695,3.486677,2.656229
2019-12-10 22:22:18:726,3.486677,2.656229
2019-12-10 22:22:18:759,3.486687,2.656221
2019-12-10 22:22:18:797,3.486683,2.655829
2019-12-10 22:22:18:829,3.486583,2.655544
2019-12-10 22:22:18:861,3.486561,2.655441
2019-12-10 22:22:18:901,3.48657,2.655297
2019-12-10 22:22:18:950,3.4866,2.655041
2019-12-10 22:22:18:983,3.486521,2.654661
2019-12-10 22:22:19:017,3.486426,2.654482
2019-12-10 22:22:19:055,3.486423,2.654485
2019-12-10 22:22:19:092,3.486419,2.654221
2019-12-10 22:22:19:129,3.486396,2.654101
2019-12-10 22:22:19:168,3.486409,2.654113
2019-12-10 22:22:19:201,3.486529,2.65428
2019-12-10 22:22:19:234,3.486529,2.654234
2019-12-10 22:22:19:253,3.486529,2.654234
2019-12-10 22:22:19:287,3.486568,2.654292
2019-12-10 22:22:19:323,3.486582,2.654282
2019-12-10 22:22:19:359,3.486629,2.654529
2019-12-10 22:22:19:393,3.486636,2.654533
2019-12-10 22:22:19:426,3.486648,2.65457
2019-12-10 22:22:19:460,3.486827,2.654715
2019-12-10 22:22:19:497,3.487083,2.655145
2019-12-10 22:22:19:530,3.487195,2.65524
2019-12-10 22:22:19:568,3.487399,2.65535
2019-12-10 22:22:19:603,3.487658,2.65578
2019-12-10 22:22:19:639,3.488001,2.656048
2019-12-10 22:22:19:677,3.488389,2.656297
2019-12-10 22:22:19:721,3.488773,2.65616
2019-12-10 22:22:19:773,3.489308,2.65597
2019-12-10 22:22:19:820,3.489951,2.656175
2019-12-10 22:22:19:855,3.490384,2.656044
2019-12-10 22:22:19:890,3.49107,2.656014
2019-12-10 22:22:19:925,3.491834,2.655987
2019-12-10 22:22:19:961,3.492118,2.656221
2019-12-10 22:22:19:993,3.492591,2.656746
2019-12-10 22:22:20:028,3.493344,2.656988
2019-12-10 22:22:20:062,3.493872,2.657415
2019-12-10 22:22:20:096,3.494707,2.657481
2019-12-10 22:22:20:128,3.495307,2.657752
2019-12-10 22:22:20:160,3.495307,2.657752
2019-12-10 22:22:20:194,3.49595,2.658631
2019-12-10 22:22:20:227,3.496412,2.658954
2019-12-10 22:22:20:260,3.496828,2.659031
2019-12-10 22:22:20:292,3.497776,2.65956
2019-12-10 22:22:20:325,3.498499,2.660102
2019-12-10 22:22:20:362,3.499274,2.660585
2019-12-10 22:22:20:398,3.500365,2.6611
2019-12-10 22:22:20:443,3.501499,2.662047
2019-12-10 22:22:20:483,3.502742,2.66324
2019-12-10 22:22:20:517,3.503515,2.664035
2019-12-10 22:22:20:552,3.50412,2.664455
2019-12-10 22:22:20:585,3.505285,2.665323
2019-12-10 22:22:20:617,3.506258,2.665965
2019-12-10 22:22:20:650,3.507057,2.667007
2019-12-10 22:22:20:693,3.507685,2.667431
2019-12-10 22:22:20:726,3.508846,2.668479
2019-12-10 22:22:20:767,3.509748,2.669226
2019-12-10 22:22:20:805,3.510787,2.670664
2019-12-10 22:22:20:852,3.511208,2.671217
2019-12-10 22:22:20:889,3.511776,2.671918
2019-12-10 22:22:20:929,3.511976,2.672773
2019-12-10 22:22:20:972,3.51277,2.673242
2019-12-10 22:22:21:014,3.513186,2.673558
2019-12-10 22:22:21:049,3.514054,2.67446
2019-12-10 22:22:21:083,3.514582,2.674911
2019-12-10 22:22:21:122,3.515126,2.675308
2019-12-10 22:22:21:161,3.516257,2.675465
2019-12-10 22:22:21:196,3.517533,2.675565
2019-12-10 22:22:21:231,3.518315,2.675158
2019-12-10 22:22:21:266,3.519447,2.674201
2019-12-10 22:22:21:305,3.520679,2.672397
2019-12-10 22:22:21:352,3.522157,2.669281
2019-12-10 22:22:21:390,3.52294,2.666246
2019-12-10 22:22:21:434,3.523916,2.658329
2019-12-10 22:22:21:469,3.523958,2.653321
2019-12-10 22:22:21:522,3.524004,2.649455
2019-12-10 22:22:21:573,3.523507,2.642708
2019-12-10 22:22:21:642,3.522714,2.624521
2019-12-10 22:22:21:695,3.522127,2.606406
2019-12-10 22:22:21:739,3.520036,2.586125
2019-12-10 22:22:21:782,3.518352,2.572112
2019-12-10 22:22:21:827,3.517015,2.562825
2019-12-10 22:22:21:871,3.515962,2.550881
2019-12-10 22:22:21:919,3.514096,2.532261
2019-12-10 22:22:21:958,3.5121,2.523464
2019-12-10 22:22:21:996,3.510281,2.515171
2019-12-10 22:22:22:037,3.506572,2.500825
2019-12-10 22:22:22:085,3.504542,2.493435
2019-12-10 22:22:22:126,3.504515,2.488578
2019-12-10 22:22:22:166,3.50352,2.483446
2019-12-10 22:22:22:217,3.502096,2.476186
2019-12-10 22:22:22:256,3.501483,2.472637
2019-12-10 22:22:22:306,3.500304,2.470351
2019-12-10 22:22:22:342,3.498875,2.464591
2019-12-10 22:22:22:387,3.498099,2.462471
2019-12-10 22:22:22:431,3.497358,2.465746
2019-12-10 22:22:22:487,3.497211,2.46556
2019-12-10 22:22:22:526,3.497511,2.465032
2019-12-10 22:22:22:562,3.497762,2.463621
2019-12-10 22:22:22:598,3.498981,2.466273
2019-12-10 22:22:22:637,3.500671,2.472469
2019-12-10 22:22:22:684,3.502088,2.475362
2019-12-10 22:22:22:726,3.501915,2.478469
2019-12-10 22:22:22:762,3.502514,2.481275
2019-12-10 22:22:22:794,3.50337,2.488791
2019-12-10 22:22:22:832,3.50337,2.488791
2019-12-10 22:22:22:870,3.504241,2.498392
2019-12-10 22:22:22:920,3.504963,2.504616
2019-12-10 22:22:22:961,3.506605,2.513033
2019-12-10 22:22:22:997,3.506953,2.524173
2019-12-10 22:22:23:037,3.507948,2.549909
2019-12-10 22:22:23:074,3.507746,2.569864
2019-12-10 22:22:23:119,3.509032,2.584056
2019-12-10 22:22:23:156,3.510132,2.60143
2019-12-10 22:22:23:197,3.512638,2.62513
2019-12-10 22:22:23:238,3.513999,2.661364
2019-12-10 22:22:23:285,3.515841,2.679336
2019-12-10 22:22:23:325,3.517426,2.69819
2019-12-10 22:22:23:361,3.519289,2.718709
2019-12-10 22:22:23:398,3.519702,2.729564
2019-12-10 22:22:23:440,3.52056,2.762841
2019-12-10 22:22:23:485,3.521696,2.781527
2019-12-10 22:22:23:535,3.521393,2.793704
2019-12-10 22:22:23:572,3.522231,2.818152
2019-12-10 22:22:23:619,3.523158,2.828714
2019-12-10 22:22:23:656,3.523544,2.838628
2019-12-10 22:22:23:694,3.522884,2.846912
2019-12-10 22:22:23:740,3.521747,2.863034
2019-12-10 22:22:23:785,3.522496,2.868345
2019-12-10 22:22:23:825,3.522173,2.872241
2019-12-10 22:22:23:861,3.521715,2.875274
2019-12-10 22:22:23:902,3.522002,2.877623
2019-12-10 22:22:23:940,3.521703,2.883342
2019-12-10 22:22:23:984,3.521672,2.885542
2019-12-10 22:22:24:025,3.521514,2.88662
2019-12-10 22:22:24:064,3.521288,2.887429
2019-12-10 22:22:24:105,3.521384,2.888608
2019-12-10 22:22:24:158,3.52138,2.888613
2019-12-10 22:22:24:195,3.521302,2.888752
2019-12-10 22:22:24:230,3.521275,2.889408
2019-12-10 22:22:24:269,3.521303,2.889276
2019-12-10 22:22:24:307,3.521312,2.889443
2019-12-10 22:22:24:351,3.521495,2.889487
2019-12-10 22:22:24:400,3.521545,2.889469
2019-12-10 22:22:24:432,3.521882,2.889706
2019-12-10 22:22:24:470,3.522147,2.889795
2019-12-10 22:22:24:519,3.522458,2.889805
2019-12-10 22:22:24:560,3.522832,2.890011
2019-12-10 22:22:24:600,3.522902,2.890185
2019-12-10 22:22:24:653,3.523267,2.890407
2019-12-10 22:22:24:693,3.523273,2.890434
2019-12-10 22:22:24:732,3.523509,2.890472
2019-12-10 22:22:24:793,3.523649,2.890973
2019-12-10 22:22:24:838,3.523691,2.891006
2019-12-10 22:22:24:886,3.524112,2.891025
2019-12-10 22:22:24:924,3.524406,2.891174
2019-12-10 22:22:24:963,3.524423,2.89119
2019-12-10 22:22:25:004,3.524648,2.89133
2019-12-10 22:22:25:052,3.524785,2.891307
2019-12-10 22:22:25:101,3.524833,2.891371
2019-12-10 22:22:25:155,3.52527,2.891648
2019-12-10 22:22:25:194,3.525475,2.891931
2019-12-10 22:22:25:241,3.525449,2.892109
2019-12-10 22:22:25:284,3.525452,2.892169
2019-12-10 22:22:25:332,3.525475,2.892437
2019-12-10 22:22:25:375,3.525703,2.892497
2019-12-10 22:22:25:420,3.525698,2.892501
2019-12-10 22:22:25:465,3.525586,2.892401
2019-12-10 22:22:25:518,3.525489,2.892561
2019-12-10 22:22:25:561,3.525505,2.892673
2019-12-10 22:22:25:621,3.525438,2.89231
2019-12-10 22:22:25:664,3.52541,2.892264
2019-12-10 22:22:25:725,3.52527,2.892459
2019-12-10 22:22:25:764,3.52516,2.892425
2019-12-10 22:22:25:804,3.524662,2.892447
2019-12-10 22:22:25:859,3.524444,2.892478
2019-12-10 22:22:25:909,3.524287,2.892145
2019-12-10 22:22:25:959,3.524162,2.892183
2019-12-10 22:22:26:002,3.524109,2.892272
2019-12-10 22:22:26:045,3.523801,2.891913
2019-12-10 22:22:26:091,3.523798,2.891939
2019-12-10 22:22:26:132,3.52374,2.891936
2019-12-10 22:22:26:192,3.523156,2.891928
2019-12-10 22:22:26:238,3.523015,2.892041
2019-12-10 22:22:26:287,3.522902,2.891952
2019-12-10 22:22:26:331,3.522815,2.891949
2019-12-10 22:22:26:375,3.522667,2.891793
2019-12-10 22:22:26:424,3.522628,2.8917
2019-12-10 22:22:26:462,3.522438,2.891711
2019-12-10 22:22:26:500,3.522329,2.891935
2019-12-10 22:22:26:534,3.522283,2.892011
2019-12-10 22:22:26:572,3.522274,2.892003
2019-12-10 22:22:26:617,3.522403,2.891995
2019-12-10 22:22:26:657,3.52247,2.892028
2019-12-10 22:22:26:697,3.522492,2.892097
2019-12-10 22:22:26:739,3.522926,2.891879
2019-12-10 22:22:26:782,3.522955,2.891906
2019-12-10 22:22:26:825,3.522986,2.891988
2019-12-10 22:22:26:861,3.523074,2.891983
2019-12-10 22:22:26:902,3.523272,2.892316
2019-12-10 22:22:26:953,3.52341,2.892335
2019-12-10 22:22:26:994,3.523419,2.892351
2019-12-10 22:22:27:026,3.523502,2.892286
2019-12-10 22:22:27:063,3.523682,2.8922
2019-12-10 22:22:27:104,3.523718,2.892154
2019-12-10 22:22:27:139,3.523736,2.89203
2019-12-10 22:22:27:174,3.523784,2.891806
2019-12-10 22:22:27:222,3.524132,2.89098
2019-12-10 22:22:27:258,3.524348,2.890003
2019-12-10 22:22:27:296,3.524358,2.888749
2019-12-10 22:22:27:339,3.524272,2.886909
2019-12-10 22:22:27:388,3.523396,2.882029
2019-12-10 22:22:27:429,3.523278,2.880149
2019-12-10 22:22:27:465,3.523378,2.873477
2019-12-10 22:22:27:523,3.522905,2.869626
2019-12-10 22:22:27:566,3.520837,2.858969
2019-12-10 22:22:27:602,3.520113,2.852185
2019-12-10 22:22:27:656,3.51864,2.844175
2019-12-10 22:22:27:700,3.516784,2.836187
2019-12-10 22:22:27:738,3.51596,2.821707
2019-12-10 22:22:27:774,3.514793,2.816628
2019-12-10 22:22:27:823,3.513172,2.807214
2019-12-10 22:22:27:862,3.511859,2.799257
2019-12-10 22:22:27:905,3.509831,2.781903
2019-12-10 22:22:27:951,3.509031,2.767614
2019-12-10 22:22:27:992,3.508718,2.761845
2019-12-10 22:22:28:032,3.507669,2.747917
2019-12-10 22:22:28:070,3.506542,2.724443
2019-12-10 22:22:28:127,3.505584,2.707602
2019-12-10 22:22:28:167,3.502769,2.681275
2019-12-10 22:22:28:214,3.501726,2.662076
2019-12-10 22:22:28:254,3.502832,2.647221
2019-12-10 22:22:28:294,3.502514,2.629329
2019-12-10 22:22:28:328,3.502258,2.612843
2019-12-10 22:22:28:367,3.501138,2.596416
2019-12-10 22:22:28:420,3.500309,2.568755
2019-12-10 22:22:28:471,3.499003,2.557534
2019-12-10 22:22:28:516,3.497473,2.536275
2019-12-10 22:22:28:553,3.497022,2.527629
2019-12-10 22:22:28:595,3.496432,2.522327
2019-12-10 22:22:28:631,3.493711,2.5082
2019-12-10 22:22:28:669,3.492775,2.501291
2019-12-10 22:22:28:708,3.492335,2.495636
2019-12-10 22:22:28:755,3.490758,2.49245
2019-12-10 22:22:28:794,3.489874,2.489378
2019-12-10 22:22:28:832,3.48637,2.482555
2019-12-10 22:22:28:872,3.484723,2.479501
2019-12-10 22:22:28:921,3.483025,2.477664
2019-12-10 22:22:28:960,3.481143,2.478138
2019-12-10 22:22:29:000,3.478815,2.478568
2019-12-10 22:22:29:056,3.476099,2.48187
2019-12-10 22:22:29:097,3.473168,2.483942
2019-12-10 22:22:29:136,3.467806,2.489337
2019-12-10 22:22:29:174,3.466576,2.493779
2019-12-10 22:22:29:222,3.465019,2.496809
2019-12-10 22:22:29:285,3.460563,2.505495
2019-12-10 22:22:29:325,3.457602,2.514709
2019-12-10 22:22:29:361,3.45493,2.520748
2019-12-10 22:22:29:398,3.453251,2.52666
2019-12-10 22:22:29:437,3.448427,2.5401
2019-12-10 22:22:29:486,3.445208,2.547309
2019-12-10 22:22:29:536,3.443346,2.553784
2019-12-10 22:22:29:588,3.441519,2.566244
2019-12-10 22:22:29:628,3.440645,2.57355
2019-12-10 22:22:29:665,3.439605,2.579246
2019-12-10 22:22:29:720,3.438368,2.591247
2019-12-10 22:22:29:756,3.438345,2.596362
2019-12-10 22:22:29:797,3.439294,2.601843
2019-12-10 22:22:29:835,3.441124,2.610308
2019-12-10 22:22:29:872,3.442816,2.614994
2019-12-10 22:22:29:917,3.44434,2.618983
2019-12-10 22:22:29:955,3.446704,2.623167
2019-12-10 22:22:29:995,3.449563,2.62794
2019-12-10 22:22:30:042,3.454053,2.635041
2019-12-10 22:22:30:089,3.456933,2.638277
2019-12-10 22:22:30:157,3.462157,2.643002
2019-12-10 22:22:30:198,3.464878,2.64471
2019-12-10 22:22:30:257,3.468798,2.647199
2019-12-10 22:22:30:299,3.470448,2.649422
2019-12-10 22:22:30:338,3.473712,2.65238
2019-12-10 22:22:30:386,3.474533,2.65317
2019-12-10 22:22:30:426,3.475184,2.653349
2019-12-10 22:22:30:462,3.475715,2.653728
2019-12-10 22:22:30:502,3.476365,2.654233
2019-12-10 22:22:30:540,3.477058,2.654868
2019-12-10 22:22:30:583,3.477356,2.655623
2019-12-10 22:22:30:624,3.477734,2.656049
2019-12-10 22:22:30:665,3.477766,2.656118
2019-12-10 22:22:30:700,3.478049,2.656378
2019-12-10 22:22:30:756,3.478064,2.656492
2019-12-10 22:22:30:796,3.478106,2.656706
2019-12-10 22:22:30:840,3.478057,2.65698
2019-12-10 22:22:30:886,3.478042,2.657074
2019-12-10 22:22:30:927,3.478066,2.657133
2019-12-10 22:22:30:975,3.478061,2.657591
2019-12-10 22:22:31:022,3.478105,2.657687
2019-12-10 22:22:31:064,3.478162,2.657897
2019-12-10 22:22:31:118,3.478513,2.658415
2019-12-10 22:22:31:157,3.478673,2.658559
2019-12-10 22:22:31:233,3.479283,2.659626
2019-12-10 22:22:31:287,3.480146,2.660449
2019-12-10 22:22:31:329,3.480683,2.660943
2019-12-10 22:22:31:366,3.482172,2.661708
2019-12-10 22:22:31:419,3.482571,2.662113
2019-12-10 22:22:31:454,3.483229,2.662536
2019-12-10 22:22:31:491,3.483474,2.662542
2019-12-10 22:22:31:527,3.48401,2.662551
2019-12-10 22:22:31:562,3.484419,2.662739
2019-12-10 22:22:31:600,3.485273,2.662639
2019-12-10 22:22:31:655,3.485615,2.662844
2019-12-10 22:22:31:699,3.485918,2.662902
2019-12-10 22:22:31:739,3.486666,2.663191
2019-12-10 22:22:31:786,3.487134,2.663433
2019-12-10 22:22:31:823,3.487712,2.663557
2019-12-10 22:22:31:867,3.488151,2.664018
2019-12-10 22:22:31:907,3.488648,2.664099
2019-12-10 22:22:31:955,3.488993,2.663976
2019-12-10 22:22:31:996,3.489459,2.664129
2019-12-10 22:22:32:045,3.489728,2.664326
2019-12-10 22:22:32:088,3.490072,2.664435
2019-12-10 22:22:32:129,3.490385,2.664446
2019-12-10 22:22:32:167,3.490678,2.664078
2019-12-10 22:22:32:212,3.491214,2.663626
2019-12-10 22:22:32:258,3.491548,2.663544
2019-12-10 22:22:32:320,3.492146,2.663253
2019-12-10 22:22:32:361,3.492321,2.663214
2019-12-10 22:22:32:400,3.492635,2.663243
2019-12-10 22:22:32:435,3.493445,2.66305
2019-12-10 22:22:32:471,3.493875,2.663011
2019-12-10 22:22:32:522,3.49455,2.663077
2019-12-10 22:22:32:572,3.49494,2.662985
2019-12-10 22:22:32:622,3.495106,2.66302
2019-12-10 22:22:32:662,3.495283,2.662859
2019-12-10 22:22:32:700,3.495697,2.66312
2019-12-10 22:22:32:747,3.495819,2.6632
2019-12-10 22:22:32:787,3.496011,2.663224
2019-12-10 22:22:32:829,3.496102,2.663239
2019-12-10 22:22:32:866,3.49625,2.663067
2019-12-10 22:22:32:908,3.496446,2.663039
2019-12-10 22:22:32:950,3.496473,2.662917
2019-12-10 22:22:32:989,3.496477,2.662939
